Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Period,Background
1914,September,13,,1914,September,28,,,First Battle of the Aisne,"The Germans were driven back, but hold at the heights across the river Aisne. They dig in and fortify and hold off the British and French who now fail to advance, starting a stalemate.",,,,,,,First World War,
1915,,,,,,,,,Anglo-Saud treaty,"The treaty of Darin between the United Kingdom and Abdul-Aziz Al saud, founder of the Kingdom of Saudi Arabia. Gives protection to Saud and starts spread of Wahabism.",,,,,,,,
1915,March,10,,1915,March,13,,,Battle of Neuve Chapelle,"A coordinated attack by the French and British attempts to break through the German lines. At Vimy Ridge and Aubers Ridge, breakthroughs are achieved but cannot be followed up. The armies start to run out of artilery ammunition.",,,,,,,First World War,
1915,April,22,,1915,May,25,,,Second Battle of Ypres,"The Germans first use poison gas and attack in Flanders at Ypres. No significant progress is made, but 60k British casualties, 10k French, and 35k German casualties occur.",,,,,,,First World War,
1915,May,9,,1915,June,18,,,Second Battle of Artois,"The French try to break through German captured rail lines and restore easier communications with Northern France. This ends in a costly failure, after 2,155,862 artillery shells are fired and puts Joseph Joffre under pressure. This halts the second battle of Ypres by the Germans, who reinforce this area. French lost 102k Casualties, British 28k against the German 73k casualties.",,,,,,,First World War,
1916,February,21,,1916,December,18,,,Verdun,"Austensibly Erich von Falkenhayn tries to create the worst meatgrinder for the French by attacking an area they must hold. He saves up troops and ammunition and blasts French divisions defending, who hold on heroicly. Germans capture fort Douaumont, but afterwards French respond and throw their own artillery. By July the Germans grow quieter to reinforce the Somme front. In December the French recapture Fort Douaumont. During one of the longest battles in history, the French lose 379k casualties (163k killed), and the Germans lose between 336k and 434k.",,,,,,,First World War,
1916,July,1,,1916,November,18,,,Somme,"The British hurry up their timetable to prevent France from cracking at Verdun, and attack the Germans at the Somme. The British do not manage to damage the German defences with their initial artillery attack, and the first day of the Somme sees 57,470 casualties, the worst day in the history of the British army. British first use tanks. British lose 456K casualties, French 200K and Germans from 434K to 500K.",,,,,,,First World War,
1916,June,4,,1916,September,20,,,Brusilov Offensive,"To take pressure off the French at Verdun, the Russians launch an offensive across their entire line. The Russians advance and gain a lot of territory over Austria-Hungary, who are broken and in great crises. However, this also costs the Russians much, one of the deadliest offensives in history. Russian casualties between 500K and 1 million. Austria hungary, 600-975K, Germans 350K, Ottomans 12k.",,,,,,,First World War,
1917,April,16,,1917,May,9,,,Nivelle Offensive,"Encompassing several battles, the French go on the offensive to try to break the Germans. However they have no such luck. The offensive fails, many Frenchman die and Nivelle is replaced by Petain. French casualties 187k, British 160k, Germans 163k.",,,,,,,First World War,
1917,May,10,,1917,June,8,,,Tenth Battle of the Isonzo,Another great climax in the Italian front. The Italisna and Austria-Hungery have another battle over the Isonzo. 150K italians casualties and 75K Austria-Hungrian casualties.,,,,,,,First World War,
1917,July,31,,1917,November,10,,,Battle of Passchendaele,"The British attack of 1917 on the western front. Douglas Haig tries to break through and capture a railway junction. An unusually wet summer turns the battle to a giant swamp, and no progress is made. 200-400K British casualties, 200-400K german casualties.",,,,,,,First World War,
1917,November,20,,1917,December,7,,,Battle of Cambrai,"Offensive by British in winter of 1917. The battle is not notable for its scope, but for its meticulous planning, and the coming together of combined arms warfare, that combined artillery, infantry, planes and tanks. They were pushed back by the Germans quickly, but there was initial success.",,,,,,,First World War,
1917,June,7,,,,,,,Mines of Messines detonated,"The British had been placing explosives under messines ridge for 2 years. When they finally detonated the combined 455 tons of explosives set out over several different mines. The sound of the explosion supposedly reached London and Dublin. Around 10,000 germans were killed in the explosion. The chief of staff of the second army, Sir Charles Harington remarked beforehand ""Gentleman, I don't know whether we are going to make history tomorrow, but at any rate we shall change geography."". ",,,,,,,First World War,
1918,March,21,,1918,July,18,,,Kaiserslacht,"The German final offensive. Having relocated the German troops that fought against Russia, the Germans have the last chance at a numerical advantage before American numbers overwhelm. For the initial attack at Michael, the Germans fired 1.1 million shells in 4 hours.",,,,,,,First World War,
1918,August,8,,1918,November,11,,,Hundred Days Offensive,"Mostly the British, but also the French start a large scale offensive against the germans on the western front. The British break through due to their combined arms warfare (including tanks and planes) and force the Germans to retreat, German units also start to surrender in large amounts. Fighting continues untill the armistice enters into effect. The bloody last days of the war A million (1,070k) French and British casualties as well as another 1,172k German casualties.",,,,,,,First World War,
1918,March,21,,,,,,,Paris Guns,"The Paris guns start firing at Paris. From 120km away shells landed on Paris. The inhabitants of Paris did not know what was hitting them, figuring artillery could not possibly reach them. They could fire around 20 shells a day, and killed 250 people. These weapons mostly inspired terror, and were not very effective.",,,,,,,,
1919,2,,,1921,3,,,,Polish-Soviet War,The Polish try to reclaim territory in the Soviet Union when they have just formed and the SU is undergoing civil war.,,,,,,,,
1920,8,15,,,,,,,Battle of Warsaw,"The Polish win a surprising victory, after being on the brink of defeat they push back the red army.",,,,,,,,
1924,1,21,,,,,,,Lenin dies,Died a natural death due to strokes.,,,,,,,,
1927,4,12,,,,,,,Shanghai Massacre,"The Kuomintang under Chiang Kai-shek break their alliance with the communists and attempt to purge them, killing many supporters in Shanghai.",,,,,,,,
1928,3,,,,,,,,Muslim Brotherhood founded,Hassan al-Banna founds the Muslim Brotherhood along with workers at the Seuz Canal company. To promote workers rights against the tyrrany of the foreign companies.,,,,,,,,
1934,10,16,,1935,10,22,,,Long March,Mao Zedong and Zhou Enlai lead a retreat from the Kuomintang. Leadership during the retreat establishes Mao as the leader of the Chinese Communist Party (CCP),,,,,,,,
1937,,,,,,,,,Great Purge,Happening from 1936 to 1938 with the most intensive period around 1937-1938. A large part of the Soviet generals and officers is purged by fears of Stalin. This weakens the army immensely and weakens it in the initial war against Germany.,,,,,,,,
1939,9,1,,,,,,,Invasion of Poland,Hitler invades Poland under a pretense. Poland is defeated by the 6th of october.,,,,,,,,
1939,8,23,,,,,,,Molotov-Ribbentrop Pact,,,,,,,,,
1939,11,30,,1940,3,13,,,Winter War,"Russia invades Finland, but despite the Finnish having much less manpower, fewer tanks and such the Stalinist purges of the leadership cause more than expected casualties and make for a poor showing by the red army. This leads Hitler to detect weakness. The Finns still cede some of the prime industrial areas to the Soviets.",,,,,,,,
1941,7,22,,1941,12,5,,,Operaton Barbarossa,"The largest 'surprise' attack in history. With Stalin trusting Hitler not to invade him, the German initially make huge advances and come close to Moscow. A total of 4 million Axis personell is involved, some 600,000 motor vehihcles, 700,000 transport horses. Germany included Romania, Finland, Italy, Hungary, Slovakia and Croatia as allies. On the Russian side are 2.6 million personnel, with 11,000 tanks, 7,133 aircraft vs the german 3350 tanks and 2770 planes, the soviets however have many older models. Total casualties for the year are over 1,000,000 for the Germans and 4,973,820 for the Soviets.",,,,,,,,
1941,7,22,,1941,8,9,,,Minsk encirclement,"The belo russian front has 22,000 casualties per day during this period. It is one of many fronts. D-day had 19,000 total casualties. The germans encircle the russians around Minsk in the battle of Bialystok-Minsk",,,,,,,,
1941,8,8,,1941,8,31,,,Smolensk encirclement,"In the Battle of Smolensk, 3 complete soviet armies are encircled and destroyed, around 400km west of Moscow. 186,144 soviets killed, total of 759,947 casualties.",,,,,,,,
1941,9,8,,1944,1,27,,,Siege of Leningrad,"After a start early in 1941, this siege lasted most of the war. A total of 579,985 german casualties. The Soviets had 1,017,881 killed, captured or missing with a total of 3,436,066 casualties.",,,,,,,,
1941,10,2,,1942,1,7,,,Battle of Moscow,"Many of the german officers have been killed at this point. Just under 2 million Germans assault 1,250,000 soviets, they are hindered by not having winter clothing.",https://upload.wikimedia.org/wikipedia/commons/b/b8/Eastern_Front_1941-06_to_1941-12.png,Wikipedia,,,,,,
1941,12,10,,,,,,,-53 celcius Moscow,"German troops around Moscow are still in summer uniforms and are not prepared for the Russian winter, this winter being the coldest of the entire century. It is at this time that the Russian forces from the far east start arriving.",,,,,,,,
1942,5,28,,,,,,,Barvenkovo mousetrap,"Soviets try to counterattack but are encircled, Stalin and officers underestimate 6th army's potential. Germans suffer 20,000 casualties compared to soviet massive 277,190.",,,,,,,,
1942,8,23,,1943,2,2,,,Battle of Stalingrad,"The germans attempt to take Stalingrad but are dragged into fierce city fighting whilst soviet reinforcements show up. In the end the 6th army gets cut off and surrounded, the breaking points of the german army. 728,000 german casualties against 1,129,619 soviet casualties (478,741 killed or missing). Depending on definitions, the largest and bloodiest battle in history.",,,,,,,,
1942,11,19,,,,,,,Operation Uranus,"Lasting for 4 days, the Soviets flank, pincer and surround the German 6th army. The soviets take advantage of the weak defences of the german supply train.",,,,,,,,
1943,1,22,,,,,,,Airfields Stalingrad captured,"The soviets now hold all the airfields at stalingrad, the 6th army can get no more supplies.",,,,,,,,
1943,1,31,,,,,,,Paulus captured,"Just made a field marshel, Friedrich Paulus is captured by the soviets but does not commit suicide.",,,,,,,,
1943,7,5,,1943,8,23,,,Battle of Kursk,"Also called operation citadel, the Germans amass all their forces for one great battle against the soviets. The soviets knew months in advance and due to german delays had time to design and build defence in depth. At its height this sees 940,900 germans with 3253 tanks square off against 2,500,000 soviets with 7,360 tanks. Around 184,000 german casualties to 863,000 soviet casualties. However the Soviets have more men ready, and the Germans lose the initiative.",,,,,,,,
1944,1,24,,1944,2,16,,,Korsun Pocket battle,"In the battle of the Korsun-Cherkassy Pocket, germans are encircled by Ukrainian forces under russian command, they do eventually manage to break out but lose many men. Some 85,000 germans are killed compared to 24,000 soviets. Germans lose much heavy weaponry.",,,,,,,,
1944,6,6,,,,,,,D-day,,,,,,,,,
1944,6,22,,1944,8,19,,,Operation Bagration,"A large scale attack by the soviets in Byelorussia. This operation destroys the front line of the eastern germans. 300,000-550,000 german casualties,, with 770,888 soviet casualties.",,,,,,,,
1944,9,1,,1944,10,2,,,Warsaw Uprising,"The poles rise up against the Germans in Warsaw, but are not helped by the Russians and are crushed violently by the Germans. Some 25,860 polish casualties, 25,000 german casualties.",,,,,,,,
